index,cep,logradouro,complemento,bairro,localidade,uf,ibge,gia,ddd,siafi
60140200,60140-200,Rua Paula Ney,,Aldeota,Fortaleza,CE,2304400,,85,1389
60711475,60711-475,Rua Castro Meireles,,Mondubim,Fortaleza,CE,2304400,,85,1389
60130220,60130-220,Rua Frei Bernardino,,Joaquim Távora,Fortaleza,CE,2304400,,85,1389
60824235,60824-235,Rua José Ribamar Soares Aguiar,,Parque Iracema,Fortaleza,CE,2304400,,85,1389
60822465,60822-465,Rua Virgílio Paes,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60831650,60831-650,Rua Valdir Bezerra,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60831680,60831-680,Rua Jatobá,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60831350,60831-350,Rua José André,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60834366,60834-366,Rua José Mário Mamede,,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60822305,60822-305,Rua Crisanto Moreira da Rocha,,Cambeba,Fortaleza,CE,2304400,,85,1389
60455410,60455-410,Avenida Jovita Feitosa,de 892 a 3298 - lado par,Parquelândia,Fortaleza,CE,2304400,,85,1389
60742785,60742-785,Rua Bruno Valente,até 968/969,Serrinha,Fortaleza,CE,2304400,,85,1389
60320040,60320-040,Rua Ipê,,São Gerardo,Fortaleza,CE,2304400,,85,1389
60192240,60192-240,Rua Doutor Francisco Matos,de 266/267 ao fim,Cocó,Fortaleza,CE,2304400,,85,1389
60811760,60811-760,Rua Hil de Moraes,,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60831301,60831-301,Rua Muritiapuá,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60862820,60862-820,Rua Valéria,,Barroso,Fortaleza,CE,2304400,,85,1389
60025101,60025-101,Rua Major Facundo,de 1380/1381 a 2298/2299,José Bonifácio,Fortaleza,CE,2304400,,85,1389
60833344,60833-344,Rua Nadir Saboya,de 371/372 ao fim,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60830465,60830-465,Rua Jonas Sampaio,,José de Alencar,Fortaleza,CE,2304400,,85,1389
60762010,60762-010,Rua Dom Oscar Romero,,Mondubim,Fortaleza,CE,2304400,,85,1389
60125140,60125-140,Rua Doutor Walter Studart,,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60310016,60310-016,Rua Naturalista Feijó,de 172 ao fim - lado par,Carlito Pamplona,Fortaleza,CE,2304400,,85,1389
60761445,60761-445,Rua Diamante,,Mondubim,Fortaleza,CE,2304400,,85,1389
60833046,60833-046,Rua Angra dos Reis,,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60450175,60450-175,Rua Érico Mota,até 488/489,Parquelândia,Fortaleza,CE,2304400,,85,1389
60870640,60870-640,Rua Luciano Alves,,Jangurussu,Fortaleza,CE,2304400,,85,1389
60822168,60822-168,Rua dos Amigos,,Cambeba,Fortaleza,CE,2304400,,85,1389
60120100,60120-100,Rua Frei Vidal,,Tauape,Fortaleza,CE,2304400,,85,1389
60822482,60822-482,Rua Máximo Linhares,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60125058,60125-058,Rua Visconde de Mauá,de 791/792 a 2099/2100,Aldeota,Fortaleza,CE,2304400,,85,1389
60864455,60864-455,Rua Doutora Wanda Sidou,,Cajazeiras,Fortaleza,CE,2304400,,85,1389
60050125,60050-125,Rua Barão de Aratanha,de 1081/1082 ao fim,Fátima,Fortaleza,CE,2304400,,85,1389
60415110,60415-110,Rua Francois Teles de Menezes,,Fátima,Fortaleza,CE,2304400,,85,1389
60355644,60355-644,Rua 3,(Lot Sincol),Presidente Kennedy,Fortaleza,CE,2304400,,85,1389
60192350,60192-350,Rua Vereador Paulo Mamede,,Cocó,Fortaleza,CE,2304400,,85,1389
60850015,60850-015,Rodovia BR-116,lado ímpar,Aerolândia,Fortaleza,CE,2304400,,85,1389
60425351,60425-351,Rua Desembargador Coelho Cintra,,Damas,Fortaleza,CE,2304400,,85,1389
60874600,60874-600,Rua Claudina Maria,,Pedras,Fortaleza,CE,2304400,,85,1389
60060091,60060-091,Avenida Dom Manuel,de 1025/1026 ao fim,Centro,Fortaleza,CE,2304400,,85,1389
60361290,60361-290,Rua 4,(Cj Tupinambá da Frota),Antônio Bezerra,Fortaleza,CE,2304400,,85,1389
60320630,60320-630,Rua Eduardo Barros Leal,,São Gerardo,Fortaleza,CE,2304400,,85,1389
60741148,60741-148,Rua Betel,até 919/920,Serrinha,Fortaleza,CE,2304400,,85,1389
60710705,60710-705,Rua dos Coelhos,,Dendê,Fortaleza,CE,2304400,,85,1389
60426052,60426-052,Rua Desembargador Praxedes,até 409 - lado ímpar,Damas,Fortaleza,CE,2304400,,85,1389
60130420,60130-420,Rua Paulo Firmeza,até 917/918,Tauape,Fortaleza,CE,2304400,,85,1389
60125161,60125-161,Rua Visconde de Mauá,de 2101/2102 a 3188/3189,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60874805,60874-805,Avenida Dionísio Leonel Alencar,,Pedras,Fortaleza,CE,2304400,,85,1389
60821230,60821-230,Rua Desembargador Francisco Barros Fontenele,,Jardim das Oliveiras,Fortaleza,CE,2304400,,85,1389
60352390,60352-390,Rua Hipólito Pamplona,até 199/200,Antônio Bezerra,Fortaleza,CE,2304400,,85,1389
60311630,60311-630,Rua Dom Hélio Campos,,Carlito Pamplona,Fortaleza,CE,2304400,,85,1389
60510138,60510-138,Rua Estrada do Pici,até 809/810,Jóquei Clube,Fortaleza,CE,2304400,,85,1389
60110482,60110-482,Rua Dona Leopoldina,de 1421/1422 ao fim,Joaquim Távora,Fortaleza,CE,2304400,,85,1389
60510290,60510-290,Avenida Senador Fernandes Távora,de 596 a 2146 - lado par,Henrique Jorge,Fortaleza,CE,2304400,,85,1389
60420330,60420-330,Rua da Saudade,,Montese,Fortaleza,CE,2304400,,85,1389
60822315,60822-315,Avenida Ministro José Américo,de 1321/1322 ao fim,Cambeba,Fortaleza,CE,2304400,,85,1389
60823050,60823-050,Rua Capitão Gutemberg,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60740580,60740-580,Alameda Oxossi,,Parangaba,Fortaleza,CE,2304400,,85,1389
60410622,60410-622,Rua Esperanto,de 1020/1021 ao fim,Vila União,Fortaleza,CE,2304400,,85,1389
60732125,60732-125,Rua da Paz,,Siqueira,Fortaleza,CE,2304400,,85,1389
60165180,60165-180,Rua da Paz,,Mucuripe,Fortaleza,CE,2304400,,85,1389
60822165,60822-165,Rua do Anjo Branco,,Cambeba,Fortaleza,CE,2304400,,85,1389
60510442,60510-442,Rua Conselheiro Araújo Lima,até 264/265,Henrique Jorge,Fortaleza,CE,2304400,,85,1389
60326515,60326-515,Avenida Sargento Hermínio Sampaio,até 1351 - lado ímpar,Monte Castelo,Fortaleza,CE,2304400,,85,1389
60831550,60831-550,Rua Tabebuia,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60831430,60831-430,Rua Martins de Araújo,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60830085,60830-085,Rua Dr. Ernesto Monteiro,de 3301/3302 ao fim,José de Alencar,Fortaleza,CE,2304400,,85,1389
60191156,60191-156,Avenida Santos Dumont,de 7582 a 7856 - lado par,Manuel Dias Branco,Fortaleza,CE,2304400,,85,1389
60861760,60861-760,Rua Crisanto Arruda,,Passaré,Fortaleza,CE,2304400,,85,1389
60823170,60823-170,Rua Rosa Regina,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60135280,60135-280,Rua General Tertuliano Potiguara,até 2299/2300,Aldeota,Fortaleza,CE,2304400,,85,1389
60870610,60870-610,Rua Morada Nova,,Jangurussu,Fortaleza,CE,2304400,,85,1389
60360054,60360-054,Rua 2 Cj Parque Monsenhor Tabosa,,Antônio Bezerra,Fortaleza,CE,2304400,,85,1389
60714612,60714-612,Rua Betel,de 1546/1547 ao fim,Dendê,Fortaleza,CE,2304400,,85,1389
60426086,60426-086,Rua Pedro Machado,de 686/687 ao fim,Damas,Fortaleza,CE,2304400,,85,1389
60025002,60025-002,Rua Senador Pompeu,de 1822/1823 ao fim,Benfica,Fortaleza,CE,2304400,,85,1389
60176085,60176-085,Rua Almeida Prado,até 799/800,Papicu,Fortaleza,CE,2304400,,85,1389
60743210,60743-210,Rua 1,(Cj Mirassol),Itaperi,Fortaleza,CE,2304400,,85,1389
60356830,60356-830,Rua Cândido Maia,,Antônio Bezerra,Fortaleza,CE,2304400,,85,1389
60183713,60183-713,Rua Coronel Francisco Montenegro,,Praia do Futuro II,Fortaleza,CE,2304400,,85,1389
60751240,60751-240,Rua B,(Lot Parque Montenegro II),Prefeito José Walter,Fortaleza,CE,2304400,,85,1389
60160230,60160-230,Avenida Dom Luís,lado ímpar,Meireles,Fortaleza,CE,2304400,,85,1389
60834357,60834-357,Rua Maria Odalea Pires da Silva,,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60834085,60834-085,Rua Rubens Lima Barros,,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60190570,60190-570,Avenida dos Flamboyants,até 99999 - lado ímpar,Cidade 2000,Fortaleza,CE,2304400,,85,1389
60761435,60761-435,Rua Topázio,,Mondubim,Fortaleza,CE,2304400,,85,1389
60015220,60015-220,Rua Padre Mororó,de 351/352 a 1758/1759,Centro,Fortaleza,CE,2304400,,85,1389
60822210,60822-210,Rua Professor Solon Farias,,Cambeba,Fortaleza,CE,2304400,,85,1389
60060570,60060-570,Avenida Historiador Raimundo Girão,até 429/430,Praia de Iracema,Fortaleza,CE,2304400,,85,1389
60125045,60125-045,Rua Tibúrcio Cavalcanti,de 821/822 a 2084/2085,Aldeota,Fortaleza,CE,2304400,,85,1389
60732230,60732-230,Rua Santo Antônio do Jatobá,,Siqueira,Fortaleza,CE,2304400,,85,1389
60170241,60170-241,Rua Coronel Linhares,de 1991/1992 ao fim,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60050160,60050-160,Rua Dom Sebastião Leme,de 171/172 ao fim,Fátima,Fortaleza,CE,2304400,,85,1389
60165090,60165-090,Avenida Antônio Justa,até 3543/3544,Meireles,Fortaleza,CE,2304400,,85,1389
60861350,60861-350,Rua Moura Matos,lado ímpar,Parque Dois Irmãos,Fortaleza,CE,2304400,,85,1389
60170040,60170-040,Rua Leonardo Mota,até 899/900,Meireles,Fortaleza,CE,2304400,,85,1389
60356205,60356-205,Rua Licurgo Montenegro,até 199/200,Padre Andrade,Fortaleza,CE,2304400,,85,1389
60115010,60115-010,Rua Torquato Aguiar,,Meireles,Fortaleza,CE,2304400,,85,1389
60450510,60450-510,Rua José de Barcelos,,Parque Araxá,Fortaleza,CE,2304400,,85,1389
60861330,60861-330,Avenida da Saudade,,Passaré,Fortaleza,CE,2304400,,85,1389
60842250,60842-250,Rua Paulo Setubal,,Messejana,Fortaleza,CE,2304400,,85,1389
60720901,60720-901,Avenida General Osório de Paiva,1431,Parangaba,Fortaleza,CE,2304400,,85,1389
60165120,60165-120,Avenida Beira Mar,de 941/942 a 3498/3499,Meireles,Fortaleza,CE,2304400,,85,1389
60160080,60160-080,Rua Tomás Pompeu,,Meireles,Fortaleza,CE,2304400,,85,1389
60115221,60115-221,Avenida Rui Barbosa,de 791/792 a 2099/2100,Aldeota,Fortaleza,CE,2304400,,85,1389
60175010,60175-010,Travessa Monsenhor Catão,,Aldeota,Fortaleza,CE,2304400,,85,1389
60767725,60767-725,Rua 1,(Lot Prq Santana I),Mondubim,Fortaleza,CE,2304400,,85,1389
60440145,60440-145,Rua Estado do Rio,de 100/101 ao fim,Demócrito Rocha,Fortaleza,CE,2304400,,85,1389
60834195,60834-195,Rua Doutor Correia Lima,,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60410364,60410-364,Rua Alberto Montezuma,até 274/275,Parreão,Fortaleza,CE,2304400,,85,1389
60762376,60762-376,Rua Monte Líbano,,Mondubim,Fortaleza,CE,2304400,,85,1389
60864245,60864-245,Rua Margarida Queiros,,Cajazeiras,Fortaleza,CE,2304400,,85,1389
60410637,60410-637,Rua Tiangua,,Vila União,Fortaleza,CE,2304400,,85,1389
60741200,60741-200,Rua Álvares Cabral,,Serrinha,Fortaleza,CE,2304400,,85,1389
60334150,60334-150,Rua Quatorze de Maio,,Barra do Ceará,Fortaleza,CE,2304400,,85,1389
60830545,60830-545,Rua Doutor Airton Bezerra,,José de Alencar,Fortaleza,CE,2304400,,85,1389
60192300,60192-300,Rua Valdetário Mota,de 1270/1271 ao fim,Cocó,Fortaleza,CE,2304400,,85,1389
60320105,60320-105,Avenida Sargento Hermínio Sampaio,de 1353 a 2759 - lado ímpar,São Gerardo,Fortaleza,CE,2304400,,85,1389
60440782,60440-782,Rua Estado do Rio,até 98/99,Panamericano,Fortaleza,CE,2304400,,85,1389
60822355,60822-355,Rua Patrício Florêncio,,Cambeba,Fortaleza,CE,2304400,,85,1389
60836130,60836-130,Rua Botânica,,Sabiaguaba,Fortaleza,CE,2304400,,85,1389
60714225,60714-225,Avenida Bernardo Manuel,de 7803 a 8341 - lado ímpar,Itaperi,Fortaleza,CE,2304400,,85,1389
60416172,60416-172,Rua Desembargador Praxedes,de 411 a 999 - lado ímpar,Bom Futuro,Fortaleza,CE,2304400,,85,1389
60830025,60830-025,Rua Mário Alencar Araripe,de 1481/1482 ao fim,José de Alencar,Fortaleza,CE,2304400,,85,1389
60874642,60874-642,Travessa Guiomar Cavalcante,,Pedras,Fortaleza,CE,2304400,,85,1389
60743680,60743-680,Rua Desembargador Otacílio Peixoto,,Passaré,Fortaleza,CE,2304400,,85,1389
60822235,60822-235,Rua Gentil Gomes,até 489/490,Cambeba,Fortaleza,CE,2304400,,85,1389
60050150,60050-150,Rua Monsenhor Otávio de Castro,,Fátima,Fortaleza,CE,2304400,,85,1389
60761135,60761-135,Rua das Olimpíadas,,Parque Dois Irmãos,Fortaleza,CE,2304400,,85,1389
60822495,60822-495,Rua Joaquim Viana Barbosa,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60176032,60176-032,Rua Doutor Batista de Oliveira,até 729/730,Papicu,Fortaleza,CE,2304400,,85,1389
60711532,60711-532,Rua Francisco Mota,,Mondubim,Fortaleza,CE,2304400,,85,1389
60874198,60874-198,Rua Contorno da Ceasa,,Ancuri,Fortaleza,CE,2304400,,85,1389
60192125,60192-125,Avenida Padre Antônio Tomás,de 2497 ao fim - lado ímpar,Cocó,Fortaleza,CE,2304400,,85,1389
60763832,60763-832,Rua Bento Gonçalves,até 734/735,Novo Mondubim,Fortaleza,CE,2304400,,85,1389
60135208,60135-208,Rua Coronel Alves Teixeira,de 1200/1201 ao fim,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60711040,60711-040,Rua Amarília Dutra,,Maraponga,Fortaleza,CE,2304400,,85,1389
60810035,60810-035,Rua Francisco Xerez,,Guararapes,Fortaleza,CE,2304400,,85,1389
60810190,60810-190,Rua Romeu Aldigueri,,Guararapes,Fortaleza,CE,2304400,,85,1389
60833172,60833-172,Rua Professor Solon Farias,de 185/186 a 1529/1530,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60749050,60749-050,Rua 03H,(Residencial Monte Prince I e II),Prefeito José Walter,Fortaleza,CE,2304400,,85,1389
60346196,60346-196,Vila Dois Irmãos,,Jardim Guanabara,Fortaleza,CE,2304400,,85,1389
60425812,60425-812,Avenida João Pessoa,de 3502 a 5198 - lado par,Damas,Fortaleza,CE,2304400,,85,1389
60130060,60130-060,Rua Marcondes Pereira,até 698/699,Joaquim Távora,Fortaleza,CE,2304400,,85,1389
60864535,60864-535,Rua Juazeiro,,Cajazeiras,Fortaleza,CE,2304400,,85,1389
60810400,60810-400,Rua Doutora Socorro Azevedo,,Engenheiro Luciano Cavalcante,Fortaleza,CE,2304400,,85,1389
60813620,60813-620,Rua Caetano Ximenes Aragão,,Engenheiro Luciano Cavalcante,Fortaleza,CE,2304400,,85,1389
60822530,60822-530,Rua Margarida Queiros,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60176440,60176-440,Rua Tereza Hinko,,Mucuripe,Fortaleza,CE,2304400,,85,1389
60824160,60824-160,Rua Evaristo da Veiga,até 564/565,Parque Iracema,Fortaleza,CE,2304400,,85,1389
60744360,60744-360,Rua 2,(Lot Sumaré II),Itaperi,Fortaleza,CE,2304400,,85,1389
60744050,60744-050,Rua Coronel Chico Alves,,Passaré,Fortaleza,CE,2304400,,85,1389
60192220,60192-220,Rua Manuel Queiros,,Cocó,Fortaleza,CE,2304400,,85,1389
60732428,60732-428,Rua Wilson Peixoto,,Siqueira,Fortaleza,CE,2304400,,85,1389
60833163,60833-163,Rua Mário Alencar Araripe,até 1479/1480,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60192024,60192-024,Avenida Santos Dumont,de 6872 a 7580 - lado par,Cocó,Fortaleza,CE,2304400,,85,1389
60440134,60440-134,Rua Minas Gerais,de 970/971 a 1598/1599,Demócrito Rocha,Fortaleza,CE,2304400,,85,1389
60175135,60175-135,Rua Professor Sila Ribeiro,,Papicu,Fortaleza,CE,2304400,,85,1389
60864205,60864-205,Rua Central,(Lot Cajazeiras I),Cajazeiras,Fortaleza,CE,2304400,,85,1389
60335460,60335-460,Rua Violeta,,Álvaro Weyne,Fortaleza,CE,2304400,,85,1389
60182292,60182-292,Avenida Pintor Antônio Bandeira,de 1201/1202 a 1749/1750,Vicente Pinzon,Fortaleza,CE,2304400,,85,1389
60811020,60811-020,Avenida Almirante Maximiniano da Fonseca,,Engenheiro Luciano Cavalcante,Fortaleza,CE,2304400,,85,1389
60347335,60347-335,Rua Florêncio de Alencar,de 900/901 ao fim,Vila Velha,Fortaleza,CE,2304400,,85,1389
60824220,60824-220,Rua Newton Craveiro,,Parque Iracema,Fortaleza,CE,2304400,,85,1389
60520022,60520-022,Avenida Augusto dos Anjos,até 1050 - lado par,Jóquei Clube,Fortaleza,CE,2304400,,85,1389
60874645,60874-645,Vila Edgar Moura Cavalcante,,Pedras,Fortaleza,CE,2304400,,85,1389
60040620,60040-620,Rua Doutor Dr Costa Araújo,,Fátima,Fortaleza,CE,2304400,,85,1389
60355501,60355-501,Rua Margarida Maria,,Presidente Kennedy,Fortaleza,CE,2304400,,85,1389
60420075,60420-075,Rua Almirante Rufino,até 1368/1369,Vila União,Fortaleza,CE,2304400,,85,1389
60732546,60732-546,Rua Mario Montenegro,,Siqueira,Fortaleza,CE,2304400,,85,1389
60878035,60878-035,Rua Palmeira Fenix,,Pedras,Fortaleza,CE,2304400,,85,1389
60765378,60765-378,Rua Cosme Gerônimo,,Aracapé,Fortaleza,CE,2304400,,85,1389
60743830,60743-830,Rua dos Sabiás,,Passaré,Fortaleza,CE,2304400,,85,1389
60842230,60842-230,Rua Lopes Trovão,,Messejana,Fortaleza,CE,2304400,,85,1389
60833414,60833-414,Rua José Moacir Bezerra,,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60710684,60710-684,Avenida Godofredo Maciel,de 1282 a 3540 - lado par,Maraponga,Fortaleza,CE,2304400,,85,1389
60192010,60192-010,Rua Vilebaldo Aguiar,até 739/740,Cocó,Fortaleza,CE,2304400,,85,1389
60810015,60810-015,Rua Manuel Firmino Sampaio,,Guararapes,Fortaleza,CE,2304400,,85,1389
60170075,60170-075,Rua Coronel Linhares,de 761/762 a 1989/1990,Aldeota,Fortaleza,CE,2304400,,85,1389
60426055,60426-055,Rua João Melo,até 369/370,Damas,Fortaleza,CE,2304400,,85,1389
60320020,60320-020,Rua Padre Leopoldo Fernandes,,São Gerardo,Fortaleza,CE,2304400,,85,1389
60170041,60170-041,Rua Leonardo Mota,de 901/902 a 2149/2150,Aldeota,Fortaleza,CE,2304400,,85,1389
60875555,60875-555,Rua Oliveira Lemos,,São Bento,Fortaleza,CE,2304400,,85,1389
60834275,60834-275,Rua 03 Loteamento Santa Sofia,,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60743840,60743-840,Rua dos Jatobás,,Passaré,Fortaleza,CE,2304400,,85,1389
60420670,60420-670,Rua Irmã Bazet,,Montese,Fortaleza,CE,2304400,,85,1389
60810018,60810-018,Rua Alberto Feitosa Lima,,Guararapes,Fortaleza,CE,2304400,,85,1389
60442462,60442-462,Rua Bolívia,até 298/299,Bela Vista,Fortaleza,CE,2304400,,85,1389
60871565,60871-565,Rua Padre Severiano,,Messejana,Fortaleza,CE,2304400,,85,1389
60411180,60411-180,Rua Padre Leopoldo Fernandes,,Fátima,Fortaleza,CE,2304400,,85,1389
60182405,60182-405,Avenida César Cals,de 2351/2352 a 3549/3550,Praia do Futuro I,Fortaleza,CE,2304400,,85,1389
60764185,60764-185,Rua Djalma Benevides,,Novo Mondubim,Fortaleza,CE,2304400,,85,1389
60711095,60711-095,Rua Vinícios de Morais,de 552/553 a 1210/1211,Maraponga,Fortaleza,CE,2304400,,85,1389
60055171,60055-171,Avenida Visconde do Rio Branco,de 1821 a 2797 - lado ímpar,Joaquim Távora,Fortaleza,CE,2304400,,85,1389
60822104,60822-104,Rua Vicente Lopes,de 341/342 ao fim,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60822145,60822-145,Rua Nenê Gonçalves Barreira,,Cambeba,Fortaleza,CE,2304400,,85,1389
60812450,60812-450,Rua Cidade Ecológica,,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60712165,60712-165,Rua Holanda,,Jardim Cearense,Fortaleza,CE,2304400,,85,1389
60833022,60833-022,Rua Crisanto Moreira da Rocha,,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60833155,60833-155,Rua Ministro Abner de Vasconcelos,até 1589/1590,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60140035,60140-035,Avenida Heraclito Graça,de 917 ao fim - lado ímpar,Aldeota,Fortaleza,CE,2304400,,85,1389
60744000,60744-000,Avenida Palestina,,Passaré,Fortaleza,CE,2304400,,85,1389
60821725,60821-725,Rua Fernando Benevides,de 351/352 ao fim,Parque Manibura,Fortaleza,CE,2304400,,85,1389
60125035,60125-035,Rua Nunes Valente,de 821/822 a 2049/2050,Aldeota,Fortaleza,CE,2304400,,85,1389
60430580,60430-580,Rua Cândido Juca,,Rodolfo Teófilo,Fortaleza,CE,2304400,,85,1389
60750080,60750-080,Avenida I,(Cj Prefeito José Walter),Prefeito José Walter,Fortaleza,CE,2304400,,85,1389
60832480,60832-480,Rua Luís André,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60761255,60761-255,Rua D,(Lot Prq Montenegro I),Parque Dois Irmãos,Fortaleza,CE,2304400,,85,1389
60125121,60125-121,Rua Joaquim Nabuco,de 1981/1982 a 3089/3090,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60710410,60710-410,Rua Cambará,até 298/299,Parangaba,Fortaleza,CE,2304400,,85,1389
60135180,60135-180,Rua Tomás Acioli,até 888/889,Joaquim Távora,Fortaleza,CE,2304400,,85,1389
60165270,60165-270,Rua Doutor José Lino,lado ímpar,Mucuripe,Fortaleza,CE,2304400,,85,1389
60766120,60766-120,Rua Artur de Sousa,,Planalto Ayrton Senna,Fortaleza,CE,2304400,,85,1389
60821790,60821-790,Rua Marvin,,Parque Manibura,Fortaleza,CE,2304400,,85,1389
60865020,60865-020,Rua Francisco Alves Ribeiro,,Jangurussu,Fortaleza,CE,2304400,,85,1389
60714060,60714-060,Rua Bogotá,,Itaperi,Fortaleza,CE,2304400,,85,1389
60872310,60872-310,Rua São Jairo,,Coaçu,Fortaleza,CE,2304400,,85,1389
60182490,60182-490,Rua Antônio Atualpa Rodrigues,,Praia do Futuro II,Fortaleza,CE,2304400,,85,1389
60060660,60060-660,Rua Xavier de Castro,,Praia de Iracema,Fortaleza,CE,2304400,,85,1389
60325580,60325-580,Rua Odette Pacheco,,São Gerardo,Fortaleza,CE,2304400,,85,1389
60710760,60710-760,Rua Itália,,Maraponga,Fortaleza,CE,2304400,,85,1389
60714755,60714-755,Rua B Loteamento MRV Magis IV,,Dendê,Fortaleza,CE,2304400,,85,1389
60410225,60410-225,Rua Alberto Magno,de 650/651 a 1829/1830,Montese,Fortaleza,CE,2304400,,85,1389
60813775,60813-775,Rua Carvalho Pereira,até 98/99,Engenheiro Luciano Cavalcante,Fortaleza,CE,2304400,,85,1389
60050041,60050-041,Rua Solon Pinheiro,de 591/592 a 1349/1350,José Bonifácio,Fortaleza,CE,2304400,,85,1389
60130450,60130-450,Rua Tibúrcio Rodrigues,,Tauape,Fortaleza,CE,2304400,,85,1389
60810025,60810-025,Rua Doutor Márlio Fernandes,,Guararapes,Fortaleza,CE,2304400,,85,1389
60040500,60040-500,Rua Bonfim Sobrinho,,Fátima,Fortaleza,CE,2304400,,85,1389
60030141,60030-141,Rua Guilherme Rocha,de 847/848 ao fim,Centro,Fortaleza,CE,2304400,,85,1389
60421102,60421-102,Rua Eusébio de Queirós,de 1680/1681 a 2199/2200,Itaoca,Fortaleza,CE,2304400,,85,1389
60833183,60833-183,Rua Salvador Correia de Sá,até 1399/1400,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60175295,60175-295,Rua Ávila Goulart,,Papicu,Fortaleza,CE,2304400,,85,1389
60050165,60050-165,Rua Conselheiro Tristão,de 991/992 ao fim,Fátima,Fortaleza,CE,2304400,,85,1389
60115190,60115-190,Rua Monsenhor Bruno,até 819/820,Meireles,Fortaleza,CE,2304400,,85,1389
60326330,60326-330,Rua Comendador Luís Ribeiro,até 399/400,Jacarecanga,Fortaleza,CE,2304400,,85,1389
60175345,60175-345,Rua do Badalo,,Papicu,Fortaleza,CE,2304400,,85,1389
60135285,60135-285,Rua Rocha Lima,de 790/791 ao fim,Aldeota,Fortaleza,CE,2304400,,85,1389
60877250,60877-250,Avenida Cora Coralina,,Jangurussu,Fortaleza,CE,2304400,,85,1389
60834235,60834-235,Rua Clóvis Beviláqua,,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60875630,60875-630,Rua Q,(Lot Cidade Verde),São Bento,Fortaleza,CE,2304400,,85,1389
60320380,60320-380,Rua Capitão Nestor Góis,,Ellery,Fortaleza,CE,2304400,,85,1389
60810321,60810-321,Rua Coronel João Augusto Lima,,Guararapes,Fortaleza,CE,2304400,,85,1389
60015290,60015-290,Rua Carapinima,,Benfica,Fortaleza,CE,2304400,,85,1389
60764290,60764-290,Rua 106,(Cj Novo Mondubim),Novo Mondubim,Fortaleza,CE,2304400,,85,1389
60761281,60761-281,Avenida Bernardo Manuel,de 8343 a 11505 - lado ímpar,Parque Dois Irmãos,Fortaleza,CE,2304400,,85,1389
60742155,60742-155,Rua Duarte Pimentel,até 398/399,Serrinha,Fortaleza,CE,2304400,,85,1389
60410312,60410-312,Rua Esperanto,até 1018/1019,Parreão,Fortaleza,CE,2304400,,85,1389
60040630,60040-630,Rua Doutor José Vítor,,Fátima,Fortaleza,CE,2304400,,85,1389
60710130,60710-130,Rua Capitão Américo Menezes,,Parangaba,Fortaleza,CE,2304400,,85,1389
60175110,60175-110,Rua Manuel Jacaré,,Mucuripe,Fortaleza,CE,2304400,,85,1389
60330780,60330-780,Rua Manuel Moura,,Barra do Ceará,Fortaleza,CE,2304400,,85,1389
60830035,60830-035,Rua Eliseu Oriá,de 1461/1462 ao fim,José de Alencar,Fortaleza,CE,2304400,,85,1389
60411065,60411-065,Rua Francisco Lorda,lado ímpar,Vila União,Fortaleza,CE,2304400,,85,1389
60020175,60020-175,Avenida João Pessoa,até 3499/3500,Benfica,Fortaleza,CE,2304400,,85,1389
60175646,60175-646,Rua Prisco Bezerra,de 2000/2001 ao fim,Papicu,Fortaleza,CE,2304400,,85,1389
