index,cep,logradouro,complemento,bairro,localidade,uf,ibge,gia,ddd,siafi
60060510,60060-510,Rua dos Tabajaras,,Praia de Iracema,Fortaleza,CE,2304400,,85,1389
60175047,60175-047,Avenida Santos Dumont,de 5001 a 5779 - lado ímpar,Papicu,Fortaleza,CE,2304400,,85,1389
60732385,60732-385,Rua Miracel,,Siqueira,Fortaleza,CE,2304400,,85,1389
60130170,60130-170,Rua Pedro Aristides Albuquerque,,Joaquim Távora,Fortaleza,CE,2304400,,85,1389
60732434,60732-434,Rua C,(Lot Paraíso Verde),Siqueira,Fortaleza,CE,2304400,,85,1389
60347440,60347-440,Avenida Mozart Pinheiro de Lucena,até 1520 - lado par,Vila Velha,Fortaleza,CE,2304400,,85,1389
60060195,60060-195,Rua Dragão do Mar,até 194/195,Centro,Fortaleza,CE,2304400,,85,1389
60765052,60765-052,Avenida C,(Cj Aracapé),Aracapé,Fortaleza,CE,2304400,,85,1389
60337190,60337-190,Rua Teodoro Cabral,,Cristo Redentor,Fortaleza,CE,2304400,,85,1389
60330878,60330-878,Avenida Francisco Sá,de 5362 ao fim - lado par,Barra do Ceará,Fortaleza,CE,2304400,,85,1389
60743065,60743-065,Via Paisagística do Loteamento Itaperussú,,Itaperi,Fortaleza,CE,2304400,,85,1389
60752435,60752-435,Rua 1,(Cj Arvoredo),Mondubim,Fortaleza,CE,2304400,,85,1389
60866625,60866-625,Rua 513 Cj São Cristovão,,Jangurussu,Fortaleza,CE,2304400,,85,1389
60430275,60430-275,Rua Coronel Nunes de Melo,de 471/472 a 1999/2000,Rodolfo Teófilo,Fortaleza,CE,2304400,,85,1389
60766455,60766-455,Rua Delmiro Junior,,Planalto Ayrton Senna,Fortaleza,CE,2304400,,85,1389
60420720,60420-720,Rua Romeu Martins,,Montese,Fortaleza,CE,2304400,,85,1389
60120295,60120-295,Rua Nunes Valente,de 3190/3191 ao fim,Tauape,Fortaleza,CE,2304400,,85,1389
60176052,60176-052,Rua Professor Otávio Lobo,até 449/450,Papicu,Fortaleza,CE,2304400,,85,1389
60165260,60165-260,Rua Jaime Vasconcelos,,Mucuripe,Fortaleza,CE,2304400,,85,1389
60420490,60420-490,Rua São Gonçalo do Amarante,,Montese,Fortaleza,CE,2304400,,85,1389
60835455,60835-455,Rua Fortaleza,,Sabiaguaba,Fortaleza,CE,2304400,,85,1389
60050070,60050-070,Rua Barão de Aratanha,até 338/339,Centro,Fortaleza,CE,2304400,,85,1389
60410072,60410-072,Rua Queirós Ribeiro,de 340/341 ao fim,Montese,Fortaleza,CE,2304400,,85,1389
60335000,60335-000,Avenida Pasteur,,Álvaro Weyne,Fortaleza,CE,2304400,,85,1389
60711110,60711-110,Rua Aymar Rodrigues,,Maraponga,Fortaleza,CE,2304400,,85,1389
60532580,60532-580,Rua 924,,Conjunto Ceará II,Fortaleza,CE,2304400,,85,1389
60710620,60710-620,Alameda Clara de Assis,,Parangaba,Fortaleza,CE,2304400,,85,1389
60426084,60426-084,Rua Professor Costa Mendes,de 701/702 a 1279/1280,Damas,Fortaleza,CE,2304400,,85,1389
60525335,60525-335,Rua Professor Heribaldo Costa,de 1596/1597 ao fim,João XXIII,Fortaleza,CE,2304400,,85,1389
60510072,60510-072,Rua Aluísio Azevedo,lado par,Jóquei Clube,Fortaleza,CE,2304400,,85,1389
60416200,60416-200,Rua Professor Costa Mendes,de 181/182 a 699/700,Bom Futuro,Fortaleza,CE,2304400,,85,1389
60821500,60821-500,Avenida Doutor João Maciel Filho,,Jardim das Oliveiras,Fortaleza,CE,2304400,,85,1389
60822142,60822-142,Avenida Washington Soares,de 4372 a 7250 - lado par,Cambeba,Fortaleza,CE,2304400,,85,1389
60764485,60764-485,Travessa Menino Jesus,,Aracapé,Fortaleza,CE,2304400,,85,1389
60135206,60135-206,Rua Tomás Acioli,de 890/891 ao fim,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60050120,60050-120,Rua Napoleão Laureano,até 149/150,Fátima,Fortaleza,CE,2304400,,85,1389
60833213,60833-213,Rua Doutor Joaquim Frota,lado ímpar,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60348240,60348-240,Rua 27,(Cj Beira Rio),Vila Velha,Fortaleza,CE,2304400,,85,1389
60813715,60813-715,Rua Júnior Rocha,até 339/340,Engenheiro Luciano Cavalcante,Fortaleza,CE,2304400,,85,1389
